# Field_1         ID                        RA_1                 DEC_1                   FWHM_1               ISOarea_1   KRON_RADIUS_1        nDet_magPStotal_1   PhotoFlagDet_1   U_PStotal_1          F378_PStotal_1       F395_PStotal_1       F410_PStotal_1       F430_PStotal_1       G_PStotal_1          F515_PStotal_1       R_PStotal_1          F660_PStotal_1       I_PStotal_1          F861_PStotal_1       Z_PStotal_1          e_U_PStotal_1        e_F378_PStotal_1      e_F395_PStotal_1     e_F410_PStotal_1      e_F430_PStotal_1      e_G_PStotal_1          e_F515_PStotal_1      e_R_PStotal_1          e_F660_PStotal_1        e_I_PStotal_1          e_F861_PStotal_1       e_Z_PStotal_1          r_-_i_1                 r_-_J0660_1           e(r_-_i)_1             e(r_-_J0660)_1         P(GoodPho)_1         P(BadPho)_1           Field_2         ID_2                        RA_2                 DEC_2                   FWHM_2               ISOarea_2   KRON_RADIUS_2        nDet_magPStotal_2   PhotoFlagDet_2   U_PStotal_2          F378_PStotal_2       F395_PStotal_2       F410_PStotal_2       F430_PStotal_2       G_PStotal_2          F515_PStotal_2       R_PStotal_2          F660_PStotal_2       I_PStotal_2          F861_PStotal_2       Z_PStotal_2          e_U_PStotal_2        e_F378_PStotal_2      e_F395_PStotal_2     e_F410_PStotal_2      e_F430_PStotal_2      e_G_PStotal_2          e_F515_PStotal_2       e_R_PStotal_2          e_F660_PStotal_2        e_I_PStotal_2          e_F861_PStotal_2       e_Z_PStotal_2          r_-_i_2                 r_-_J0660_2           e(r_-_i)_2             e(r_-_J0660)_2         P(GoodPho)_2         P(BadPho)_2          
  HYDRA-D-0001    iDR3.HYDRA-D-0001.092117    158.35537641384838   -34.34218933279853      2.3038476            20          4.7171216            10.0                2                22.724009            99.0                 99.0                 22.600792            22.40257             21.57558             21.288761            20.290518            18.893074            19.382652            19.015232            18.93628             0.47964725           22.202045             21.561203            1.0362462             0.8254870999999999    0.1051861              0.23533787            0.03558742             0.014697729             0.022320623            0.03690429             0.027475262            0.9078659999999985      1.3974440000000001    0.042008031057936164   0.038503086889415      0.6053690841630516   0.3946309158369484    HYDRA-D-0001    iDR3.HYDRA-D-0001.092117    158.35537641384838   -34.34218933279853      2.3038476            20          4.7171216            10.0                2                22.724009            99.0                 99.0                 22.600792            22.40257             21.57558             21.288761            20.290518            18.893074            19.382652            19.015232            18.93628             0.47964725           22.202045             21.561203            1.0362462             0.8254870999999999    0.1051861              0.23533787             0.03558742             0.014697729             0.022320623            0.03690429             0.027475262            0.9078659999999985      1.3974440000000001    0.042008031057936164   0.038503086889415      1.0E20               1.0E20               
  HYDRA-0019      iDR3.HYDRA-0019.003439      162.88162678446972   -24.54221001681775      3.8556902            17          5.9937263            10.0                1                23.534359            99.0                 99.0                 22.188177            21.662373            21.407751            20.966896            20.414787            17.685910999999994   19.954369            19.735193            19.878492            1.371309             21.73167              21.13967             1.0728419             0.6258852             0.16027759             0.2671838             0.07147513             0.012725886             0.071056336            0.14062265             0.12589572             0.46041800000000066     2.7288760000000067    0.10078540119611468    0.07259918996105877    0.7809360032014772   0.21906399679852284   HYDRA-0019      iDR3.HYDRA-0019.003439      162.88162678446972   -24.54221001681775      3.8556902            17          5.9937263            10.0                1                23.534359            99.0                 99.0                 22.188177            21.662373            21.407751            20.966896            20.414787            17.685910999999994   19.954369            19.735193            19.878492            1.371309             21.73167              21.13967             1.0728419             0.6258852             0.16027759             0.2671838              0.07147513             0.012725886             0.071056336            0.14062265             0.12589572             0.46041800000000066     2.7288760000000067    0.10078540119611468    0.07259918996105877    1.0E20               1.0E20               
  HYDRA-0025      iDR3.HYDRA-0025.005188      158.151018796711     -25.89420448510725      16.436026000000002   39          6.854635000000001    10.0                3                99.0                 22.242365            99.0                 23.48767             25.691772            22.160154            21.626966            20.489935            18.958622            19.883963            19.403278            19.445013            22.585176            0.62468106            21.316347            2.9509528             22.513758             0.27969986             0.4183073000000001    0.06268328             0.022645123             0.04903753             0.0684669              0.061243247            0.6059719999999977      1.5313130000000008    0.07958563274900377    0.06664829470619281    0.6729789139505604   0.3270210860494395    HYDRA-0025      iDR3.HYDRA-0025.005188      158.151018796711     -25.89420448510725      16.436026000000002   39          6.854635000000001    10.0                3                99.0                 22.242365            99.0                 23.48767             25.691772            22.160154            21.626966            20.489935            18.958622            19.883963            19.403278            19.445013            22.585176            0.62468106            21.316347            2.9509528             22.513758             0.27969986             0.4183073000000001     0.06268328             0.022645123             0.04903753             0.0684669              0.061243247            0.6059719999999977      1.5313130000000008    0.07958563274900377    0.06664829470619281    1.0E20               1.0E20               
  HYDRA-0027      iDR3.HYDRA-0027.043950      160.0612378577796    -25.005234259201504     5.0947010000000015   33          3.9702113            9.0                 0                99.0                 22.574903            99.0                 23.355259            99.0                 21.253937            21.03329             20.117035            19.160692            19.254847            19.076576            18.811714            22.32332             0.99278176            21.07123             3.2840488             21.161013             0.15099068             0.28938400000000003   0.051519632            0.031266157             0.037785396            0.0791847              0.050629467            0.8621879999999997      0.9563430000000004    0.0638905989351504     0.060264791171662356   0.6780782764358089   0.3219217235641912    HYDRA-0027      iDR3.HYDRA-0027.043950      160.0612378577796    -25.005234259201504     5.0947010000000015   33          3.9702113            9.0                 0                99.0                 22.574903            99.0                 23.355259            99.0                 21.253937            21.03329             20.117035            19.160692            19.254847            19.076576            18.811714            22.32332             0.99278176            21.07123             3.2840488             21.161013             0.15099068             0.28938400000000003    0.051519632            0.031266157             0.037785396            0.0791847              0.050629467            0.8621879999999997      0.9563430000000004    0.0638905989351504     0.060264791171662356   1.0E20               1.0E20               
  HYDRA-0032      iDR3.HYDRA-0032.040598      152.41060284338425   -26.733834786971588     2.1708176            23          3.3991184000000003   11.0                0                22.651943            22.771484            99.0                 21.693626            22.157505            21.476955            21.785706            20.16081             19.302805            19.409643            19.140686            18.976038            0.4464541            0.8576301             21.642012            0.41794926            0.50887424            0.103859775            0.3233047             0.03868214             0.01901781              0.024956824            0.039987132            0.031212362            0.7511670000000024      0.8580050000000021    0.04603423746676571    0.043104350733721764   0.6831049253255632   0.3168950746744367    HYDRA-0032      iDR3.HYDRA-0032.040598      152.41060284338425   -26.733834786971588     2.1708176            23          3.3991184000000003   11.0                0                22.651943            22.771484            99.0                 21.693626            22.157505            21.476955            21.785706            20.16081             19.302805            19.409643            19.140686            18.976038            0.4464541            0.8576301             21.642012            0.41794926            0.50887424            0.103859775            0.3233047              0.03868214             0.01901781              0.024956824            0.039987132            0.031212362            0.7511670000000024      0.8580050000000021    0.04603423746676571    0.043104350733721764   1.0E20               1.0E20               
  HYDRA-0040      iDR3.HYDRA-0040.071575      150.71336939850823   -27.49472874692193      3.723004             26          4.601127             10.0                3                99.0                 99.0                 23.21215             27.940962            22.357533            21.589031            21.44022             20.214191            18.522085            19.343770000000006   18.910591            18.764633            22.597311            22.194859             2.4027433            126.91787             0.6900933000000001    0.1179777              0.27198762            0.043567564            0.013826475             0.032198027000000004   0.0466948              0.03693089             0.8704209999999932      1.692105999999999     0.0541742150435687     0.0457089055198188     0.5777416521355191   0.4222583478644809    HYDRA-0040      iDR3.HYDRA-0040.071575      150.71336939850823   -27.49472874692193      3.723004             26          4.601127             10.0                3                99.0                 99.0                 23.21215             27.940962            22.357533            21.589031            21.44022             20.214191            18.522085            19.343770000000006   18.910591            18.764633            22.597311            22.194859             2.4027433            126.91787             0.6900933000000001    0.1179777              0.27198762             0.043567564            0.013826475             0.032198027000000004   0.0466948              0.03693089             0.8704209999999932      1.692105999999999     0.0541742150435687     0.0457089055198188     1.0E20               1.0E20               
  HYDRA-0053      iDR3.HYDRA-0053.014435      156.42149881400746   -29.88234160237536      1.9477011            8           2.0948450000000003   8.0                 0                99.0                 99.0                 99.0                 99.0                 21.26841             21.725449            21.102007            20.404444            19.033442            19.48526             19.082771            19.036032            21.616314000000006   21.101194             20.616783            20.65101              0.7567997             0.4220378              0.55077386            0.11004785             0.04050057              0.052662887            0.07555184             0.055800516            0.9191840000000013      1.3710020000000007    0.12199962687154937    0.11726391371580347    0.6009524793414229   0.39904752065857707   HYDRA-0053      iDR3.HYDRA-0053.014435      156.42149881400746   -29.88234160237536      1.9477011            8           2.0948450000000003   8.0                 0                99.0                 99.0                 99.0                 99.0                 21.26841             21.725449            21.102007            20.404444            19.033442            19.48526             19.082771            19.036032            21.616314000000006   21.101194             20.616783            20.65101              0.7567997             0.4220378              0.55077386             0.11004785             0.04050057              0.052662887            0.07555184             0.055800516            0.9191840000000013      1.3710020000000007    0.12199962687154937    0.11726391371580347    1.0E20               1.0E20               
  HYDRA-0062      iDR3.HYDRA-0062.054634      155.3870431241586    -30.466524526695146     2.5464482000000004   15          5.7971234            9.0                 3                99.0                 99.0                 99.0                 20.555569            22.022472            20.90669             21.360474            20.03247             18.216976000000006   19.761095            19.643354            19.405205            22.3181              21.201893             20.684471            0.39268               1.4037853             0.18218465             0.63204205            0.07742462             0.020727186             0.06443681             0.13448153             0.0938563              0.27137499999999903     1.815493999999994     0.10073070170072529    0.0801510325674161     0.8268903002199003   0.17310969978009969   HYDRA-0062      iDR3.HYDRA-0062.054634      155.3870431241586    -30.466524526695146     2.5464482000000004   15          5.7971234            9.0                 3                99.0                 99.0                 99.0                 20.555569            22.022472            20.90669             21.360474            20.03247             18.216976000000006   19.761095            19.643354            19.405205            22.3181              21.201893             20.684471            0.39268               1.4037853             0.18218465             0.63204205             0.07742462             0.020727186             0.06443681             0.13448153             0.0938563              0.27137499999999903     1.815493999999994     0.10073070170072529    0.0801510325674161     1.0E20               1.0E20               
  HYDRA-0064      iDR3.HYDRA-0064.059416      158.3508997046563    -30.118991306263823     6.5125566            38          1.82                 8.0                 0                99.0                 99.0                 99.0                 99.0                 21.010221            20.598022            20.652782            20.347328            19.274364            19.52974             19.121328            19.234444            22.072136            21.46394              20.746403            21.025764             0.44326878            0.0809617              0.2505142             0.06809888             0.03991374              0.05394472             0.09165567             0.0839391              0.8175880000000006      1.0729640000000025    0.08687629292927272    0.07893392235307961    0.6392815296258201   0.3607184703741799    HYDRA-0064      iDR3.HYDRA-0064.059416      158.3508997046563    -30.118991306263823     6.5125566            38          1.82                 8.0                 0                99.0                 99.0                 99.0                 99.0                 21.010221            20.598022            20.652782            20.347328            19.274364            19.52974             19.121328            19.234444            22.072136            21.46394              20.746403            21.025764             0.44326878            0.0809617              0.2505142              0.06809888             0.03991374              0.05394472             0.09165567             0.0839391              0.8175880000000006      1.0729640000000025    0.08687629292927272    0.07893392235307961    1.0E20               1.0E20               
  HYDRA-0070      iDR3.HYDRA-0070.007661      154.90931149625092   -32.76719179221572      2.5044377            9           2.4028785            10.0                0                99.0                 99.0                 21.203470000000006   20.616138            21.934319            20.569044            19.345146            20.166508            19.366264            20.263062            19.972696            19.947582            21.499441            21.031599             0.7756941999999999   0.44883025            1.3891023             0.17881003             0.11509626            0.10145322             0.058748927             0.11944688             0.19796564             0.1392678              -0.09655400000000114    0.8002439999999993    0.15671730277829185    0.11723562714473672    0.8707279569580307   0.12927204304196924   HYDRA-0070      iDR3.HYDRA-0070.007661      154.90931149625092   -32.76719179221572      2.5044377            9           2.4028785            10.0                0                99.0                 99.0                 21.203470000000006   20.616138            21.934319            20.569044            19.345146            20.166508            19.366264            20.263062            19.972696            19.947582            21.499441            21.031599             0.7756941999999999   0.44883025            1.3891023             0.17881003             0.11509626             0.10145322             0.058748927             0.11944688             0.19796564             0.1392678              -0.09655400000000114    0.8002439999999993    0.15671730277829185    0.11723562714473672    1.0E20               1.0E20               
  HYDRA-0082      iDR3.HYDRA-0082.060609      159.63981954650905   -33.36323516087714      2.1206665            17          5.256977             10.0                3                99.0                 21.775723            99.0                 21.448608            23.062408            21.198597            22.017109            20.206879            18.834148000000006   19.71895             19.622051000000006   19.409325            22.220198            0.4574180000000001    21.230028            0.47405383            1.9597043             0.114967234            0.56294215            0.05417652             0.021269932             0.04911874             0.09053647             0.06985535             0.48792900000000117     1.3727309999999946    0.07312828412111144    0.05820227939346554    0.804489847586275    0.19551015241372507   HYDRA-0082      iDR3.HYDRA-0082.060609      159.63981954650905   -33.36323516087714      2.1206665            17          5.256977             10.0                3                99.0                 21.775723            99.0                 21.448608            23.062408            21.198597            22.017109            20.206879            18.834148000000006   19.71895             19.622051000000006   19.409325            22.220198            0.4574180000000001    21.230028            0.47405383            1.9597043             0.114967234            0.56294215             0.05417652             0.021269932             0.04911874             0.09053647             0.06985535             0.48792900000000117     1.3727309999999946    0.07312828412111144    0.05820227939346554    1.0E20               1.0E20               
  HYDRA-0082      iDR3.HYDRA-0082.063652      158.37922863786918   -33.314683401775554     2.3416712000000004   15          4.995879             10.0                0                99.0                 99.0                 21.593353            21.085299            21.355183            20.414425            19.61417             20.226227            19.51244             20.305424            20.195078            20.178844            22.220198            21.781002             0.6450011999999999   0.3472194000000001    0.42391267            0.061031092            0.07429695            0.056043282            0.034787633             0.08271121             0.1521747              0.14118868             -0.07919699999999708    0.713787              0.09990992802017036    0.06596232915137407    0.9024527635916335   0.09754723640836652   HYDRA-0082      iDR3.HYDRA-0082.063652      158.37922863786918   -33.314683401775554     2.3416712000000004   15          4.995879             10.0                0                99.0                 99.0                 21.593353            21.085299            21.355183            20.414425            19.61417             20.226227            19.51244             20.305424            20.195078            20.178844            22.220198            21.781002             0.6450011999999999   0.3472194000000001    0.42391267            0.061031092            0.07429695             0.056043282            0.034787633             0.08271121             0.1521747              0.14118868             -0.07919699999999708    0.713787              0.09990992802017036    0.06596232915137407    1.0E20               1.0E20               
  HYDRA-0095      iDR3.HYDRA-0095.000041      150.8490039969218    -37.05064249763393      7.079632000000001    22          5.003781299999999    10.0                0                99.0                 22.325848            99.0                 21.91792             20.38536             19.322826            19.884579            20.097218            18.180109            19.616207            18.906443            19.662647            20.859089            1.8937593             20.261158            1.6381063             0.36154675            0.057662666            0.17939559            0.101190664            0.020756627             0.09882277             0.098368056            0.2063035              0.4810110000000023      1.917109              0.14144076622824764    0.10329757037403167    0.5998435525914438   0.4001564474085561    HYDRA-0095      iDR3.HYDRA-0095.000041      150.8490039969218    -37.05064249763393      7.079632000000001    22          5.003781299999999    10.0                0                99.0                 22.325848            99.0                 21.91792             20.38536             19.322826            19.884579            20.097218            18.180109            19.616207            18.906443            19.662647            20.859089            1.8937593             20.261158            1.6381063             0.36154675            0.057662666            0.17939559             0.101190664            0.020756627             0.09882277             0.098368056            0.2063035              0.4810110000000023      1.917109              0.14144076622824764    0.10329757037403167    1.0E20               1.0E20               
  HYDRA-0095      iDR3.HYDRA-0095.016471      150.4083198735833    -36.75155845112075      3.540334             11          3.6748893            11.0                3                21.884678            99.0                 20.898285            24.207424            21.169489            21.76637             22.552074            20.087393            17.739874            19.650497            19.347557            19.324608            1.1557758            20.773508             0.81692445           13.594885             0.7429398             0.48443714             2.0154572             0.10160665             0.015556474             0.103084296            0.14582077             0.15219879             0.4368959999999973      2.3475189999999984    0.144742127267904      0.10279063774262312    0.7318092651061259   0.2681907348938742    HYDRA-0095      iDR3.HYDRA-0095.016471      150.4083198735833    -36.75155845112075      3.540334             11          3.6748893            11.0                3                21.884678            99.0                 20.898285            24.207424            21.169489            21.76637             22.552074            20.087393            17.739874            19.650497            19.347557            19.324608            1.1557758            20.773508             0.81692445           13.594885             0.7429398             0.48443714             2.0154572              0.10160665             0.015556474             0.103084296            0.14582077             0.15219879             0.4368959999999973      2.3475189999999984    0.144742127267904      0.10279063774262312    1.0E20               1.0E20               
  HYDRA-0095      iDR3.HYDRA-0095.062678      150.53929944091945   -35.90816249107888      3.4303725            9           3.434342             10.0                0                99.0                 99.0                 22.459976            21.642828            22.220455            22.532335            21.925587            20.041441            18.927292            19.809177            19.422411            19.50703             20.859089            20.773508             3.4919755            1.2849315             1.9291883             0.96730787             1.1308721000000002    0.09732604             0.036324497             0.11945947             0.15729137             0.18102317             0.2322640000000007      1.1141489999999976    0.15408738765636368    0.10388371934227524    0.758767836681026    0.24123216331897404   HYDRA-0095      iDR3.HYDRA-0095.062678      150.53929944091945   -35.90816249107888      3.4303725            9           3.434342             10.0                0                99.0                 99.0                 22.459976            21.642828            22.220455            22.532335            21.925587            20.041441            18.927292            19.809177            19.422411            19.50703             20.859089            20.773508             3.4919755            1.2849315             1.9291883             0.96730787             1.1308721000000002     0.09732604             0.036324497             0.11945947             0.15729137             0.18102317             0.2322640000000007      1.1141489999999976    0.15408738765636368    0.10388371934227524    1.0E20               1.0E20               
  HYDRA-0106      iDR3.HYDRA-0106.028909      156.77031504662384   -37.90534625512277      9.319953             22          6.949826700000001    10.0                2                22.614168            99.0                 99.0                 21.40441             22.381596            20.830208            20.403166            20.235165            19.517769            20.132141            19.644651            19.774807            1.809923             20.841696             20.727562            0.70769656            1.5921192             0.13597272             0.21717556            0.08691068             0.05343622              0.11732255             0.122571304            0.13217254             0.10302399999999778     0.7173959999999973    0.14600701023089577    0.1020239967162177     0.7942479839583296   0.20575201604167032   HYDRA-0106      iDR3.HYDRA-0106.028909      156.77031504662384   -37.90534625512277      9.319953             22          6.949826700000001    10.0                2                22.614168            99.0                 99.0                 21.40441             22.381596            20.830208            20.403166            20.235165            19.517769            20.132141            19.644651            19.774807            1.809923             20.841696             20.727562            0.70769656            1.5921192             0.13597272             0.21717556             0.08691068             0.05343622              0.11732255             0.122571304            0.13217254             0.10302399999999778     0.7173959999999973    0.14600701023089577    0.1020239967162177     1.0E20               1.0E20               
  HYDRA-0124      iDR3.HYDRA-0124.050632      156.7371807190874    -40.50327762262371      3.793584             13          4.272742             10.0                0                99.0                 99.0                 22.54559             21.056145            21.080296            21.542543            21.909676            20.423904            18.868736            20.370544            19.663385            19.958889000000006   21.676815            21.319473             2.1824636            0.51652855            0.50651616            0.2671099              0.7867827             0.08506353             0.027539305             0.10243113             0.1120768              0.13031462             0.053360000000001406    1.5551680000000019    0.13314631248794612    0.08941038785255281    0.747773540146462    0.25222645985353803   HYDRA-0124      iDR3.HYDRA-0124.050632      156.7371807190874    -40.50327762262371      3.793584             13          4.272742             10.0                0                99.0                 99.0                 22.54559             21.056145            21.080296            21.542543            21.909676            20.423904            18.868736            20.370544            19.663385            19.958889000000006   21.676815            21.319473             2.1824636            0.51652855            0.50651616            0.2671099              0.7867827              0.08506353             0.027539305             0.10243113             0.1120768              0.13031462             0.053360000000001406    1.5551680000000019    0.13314631248794612    0.08941038785255281    1.0E20               1.0E20               
  HYDRA-0134      iDR3.HYDRA-0134.084816      160.65123624459366   -41.30265958936129      3.530757700000001    11          2.807531             8.0                 0                99.0                 99.0                 99.0                 20.874762            99.0                 20.750164            20.618818            20.11489             19.04081             19.8621              19.490845            19.914015            21.60848             21.10169              20.590227            0.6258241             20.588966             0.2290487              0.38478285            0.10501095             0.046216975999999986    0.087648876            0.10689211             0.12864625             0.2527899999999974      1.0740799999999986    0.13678313157683544    0.11473146251350183    0.7791652421922907   0.22083475780770936   HYDRA-0134      iDR3.HYDRA-0134.084816      160.65123624459366   -41.30265958936129      3.530757700000001    11          2.807531             8.0                 0                99.0                 99.0                 99.0                 20.874762            99.0                 20.750164            20.618818            20.11489             19.04081             19.8621              19.490845            19.914015            21.60848             21.10169              20.590227            0.6258241             20.588966             0.2290487              0.38478285             0.10501095             0.046216975999999986    0.087648876            0.10689211             0.12864625             0.2527899999999974      1.0740799999999986    0.13678313157683544    0.11473146251350183    1.0E20               1.0E20               
  HYDRA-0161      iDR3.HYDRA-0161.168521      152.27143601669897   -46.8101283135865       2.961792             19          3.9404395            10.0                0                99.0                 99.0                 21.694185            22.088799            22.378649            21.501968            20.890594            20.222006            18.543827            19.291933            18.893349            18.930916            22.048647            21.56866              0.84702945           1.0368335             1.3072481000000002    0.20909904             0.2741424000000001    0.07489175             0.023915416             0.04546952             0.06643355             0.05856613400000001    0.9300730000000001      1.678179              0.08761421954850081    0.07861756381697131    0.5734365900428079   0.4265634099571921    HYDRA-0161      iDR3.HYDRA-0161.168521      152.27143601669897   -46.8101283135865       2.961792             19          3.9404395            10.0                0                99.0                 99.0                 21.694185            22.088799            22.378649            21.501968            20.890594            20.222006            18.543827            19.291933            18.893349            18.930916            22.048647            21.56866              0.84702945           1.0368335             1.3072481000000002    0.20909904             0.2741424000000001     0.07489175             0.023915416             0.04546952             0.06643355             0.05856613400000001    0.9300730000000001      1.678179              0.08761421954850081    0.07861756381697131    1.0E20               1.0E20               
  HYDRA-0162      iDR3.HYDRA-0162.149164      154.61525183156118   -46.850970833093434     3.0432732            15          2.1260164            10.0                0                22.943342            99.0                 99.0                 21.430770000000006   22.816027            21.238570000000006   22.3615              20.335583            19.256659            19.705675            19.398142            19.26926             1.0399534            21.72401              21.14016             0.5369222             1.8014354             0.15275213             0.8934685             0.06934862             0.034621373             0.05296239             0.08709663             0.0677173              0.6299080000000004      1.0789240000000007    0.08725964617402766    0.07751045454846416    0.7237809274966654   0.27621907250333455   HYDRA-0162      iDR3.HYDRA-0162.149164      154.61525183156118   -46.850970833093434     3.0432732            15          2.1260164            10.0                0                22.943342            99.0                 99.0                 21.430770000000006   22.816027            21.238570000000006   22.3615              20.335583            19.256659            19.705675            19.398142            19.26926             1.0399534            21.72401              21.14016             0.5369222             1.8014354             0.15275213             0.8934685              0.06934862             0.034621373             0.05296239             0.08709663             0.0677173              0.6299080000000004      1.0789240000000007    0.08725964617402766    0.07751045454846416    1.0E20               1.0E20               
  STRIPE82-0017   iDR3.STRIPE82-0017.024243   11.065875879315968   -0.717518646194803      2.401064             15          4.351585             10.0                0                99.0                 99.0                 22.072018            21.193584            20.89479             20.493637            19.47735             20.256802            19.643856            20.158371            20.069796            20.480373            22.20075             21.7893               0.9426958            0.35244486            0.25533915            0.06572469             0.06544736            0.054861605            0.038154513             0.068862               0.14887536             0.20636998             0.09843100000000149     0.6129460000000009    0.08804414090202724    0.066824864874111      0.8848252837396299   0.11517471626037014   STRIPE82-0017   iDR3.STRIPE82-0017.024243   11.065875879315968   -0.717518646194803      2.401064             15          4.351585             10.0                0                99.0                 99.0                 22.072018            21.193584            20.89479             20.493637            19.47735             20.256802            19.643856            20.158371            20.069796            20.480373            22.20075             21.7893               0.9426958            0.35244486            0.25533915            0.06572469             0.06544736             0.054861605            0.038154513             0.068862               0.14887536             0.20636998             0.09843100000000149     0.6129460000000009    0.08804414090202724    0.066824864874111      1.0E20               1.0E20               
  STRIPE82-0084   iDR3.STRIPE82-0084.014280   57.74100567327152    0.4260298565588763      3.646963             27          4.919968             11.0                0                22.355309            21.953997            99.0                 21.6296              21.960732            21.335304            21.15157             20.231209            19.477287            19.737125            19.110949            19.12664             0.44795507           0.48105007            21.349968            0.48098904            0.6005482             0.12220371             0.24202903            0.05258368             0.0351599               0.046690453            0.06625605400000001    0.052996196            0.49408400000000086     0.7539219999999993    0.07032099120239708    0.06325552916822687    0.6397038720394277   0.36029612796057237   STRIPE82-0084   iDR3.STRIPE82-0084.014280   57.74100567327152    0.4260298565588763      3.646963             27          4.919968             11.0                0                22.355309            21.953997            99.0                 21.6296              21.960732            21.335304            21.15157             20.231209            19.477287            19.737125            19.110949            19.12664             0.44795507           0.48105007            21.349968            0.48098904            0.6005482             0.12220371             0.24202903             0.05258368             0.0351599               0.046690453            0.06625605400000001    0.052996196            0.49408400000000086     0.7539219999999993    0.07032099120239708    0.06325552916822687    1.0E20               1.0E20               
  STRIPE82-0087   iDR3.STRIPE82-0087.003400   301.09195777675205   -1.3434741031860689     3.129441             21          1.82                 11.0                0                23.954386            21.38379             99.0                 21.847301            22.097845            21.199728            22.309677            20.043703            18.211714            19.52545             19.334137            19.381721            2.138111             0.46784675            20.978617            0.75973856            0.8831595             0.11330407             0.87078726            0.046177763            0.014012601             0.041459695            0.07275770599999999    0.06701466             0.5182530000000014      1.831989              0.062058779436733956   0.04825700759961573    0.7517158463065636   0.24828415369343632   STRIPE82-0087   iDR3.STRIPE82-0087.003400   301.09195777675205   -1.3434741031860689     3.129441             21          1.82                 11.0                0                23.954386            21.38379             99.0                 21.847301            22.097845            21.199728            22.309677            20.043703            18.211714            19.52545             19.334137            19.381721            2.138111             0.46784675            20.978617            0.75973856            0.8831595             0.11330407             0.87078726             0.046177763            0.014012601             0.041459695            0.07275770599999999    0.06701466             0.5182530000000014      1.831989              0.062058779436733956   0.04825700759961573    1.0E20               1.0E20               
  STRIPE82-0087   iDR3.STRIPE82-0087.005935   300.4137499082249    -1.320197312051654      3.787032             38          6.594398             10.0                3                23.73212             99.0                 99.0                 22.372849            21.589127            21.909357            21.73003             20.345118            19.255308            19.512108            19.06728             19.059158            1.7438393            21.3679               20.978617            1.19236               0.53958213            0.20737086             0.49831438            0.06004981             0.031438995             0.04053093             0.05677376             0.049522042            0.833009999999998       1.08981               0.07244816055429565    0.06778193039185389    0.6069848949903227   0.39301510500967723   STRIPE82-0087   iDR3.STRIPE82-0087.005935   300.4137499082249    -1.320197312051654      3.787032             38          6.594398             10.0                3                23.73212             99.0                 99.0                 22.372849            21.589127            21.909357            21.73003             20.345118            19.255308            19.512108            19.06728             19.059158            1.7438393            21.3679               20.978617            1.19236               0.53958213            0.20737086             0.49831438             0.06004981             0.031438995             0.04053093             0.05677376             0.049522042            0.833009999999998       1.08981               0.07244816055429565    0.06778193039185389    1.0E20               1.0E20               
  STRIPE82-0087   iDR3.STRIPE82-0087.015541   300.53585565265      -1.2314563401914544     3.3307383            25          5.4122252            11.0                3                22.920748            23.581812            99.0                 22.140224            22.59062             21.315176            21.684639            20.127283            18.47375             19.606709            19.324907            19.218515            0.82935536           3.4748487             20.978617            0.9625978             1.3437823999999998    0.12179718             0.47755942            0.049913354000000014   0.017080538             0.044020407            0.07117293             0.057105366            0.5205739999999999      1.6535329999999995    0.06655177788740858    0.052754977830520994   0.731444708251401    0.26855529174859905   STRIPE82-0087   iDR3.STRIPE82-0087.015541   300.53585565265      -1.2314563401914544     3.3307383            25          5.4122252            11.0                3                22.920748            23.581812            99.0                 22.140224            22.59062             21.315176            21.684639            20.127283            18.47375             19.606709            19.324907            19.218515            0.82935536           3.4748487             20.978617            0.9625978             1.3437823999999998    0.12179718             0.47755942             0.049913354000000014   0.017080538             0.044020407            0.07117293             0.057105366            0.5205739999999999      1.6535329999999995    0.06655177788740858    0.052754977830520994   1.0E20               1.0E20               
  STRIPE82-0087   iDR3.STRIPE82-0087.020740   301.06058425200393   -1.1863847095708624     4.0272684000000005   20          1.82                 10.0                0                99.0                 21.924707            99.0                 21.284685            25.099655            21.891903            21.812141            20.456778            19.230497            19.609562            19.334011            19.234997            22.285767            0.76052505            20.978617            0.44704044            13.644819             0.2063156              0.54277855            0.06599059             0.030712098             0.044264197000000005   0.07194056             0.05811163             0.8472159999999995      1.2262810000000002    0.07946116727435426    0.07278729925000449    0.6784475710524719   0.3215524289475281    STRIPE82-0087   iDR3.STRIPE82-0087.020740   301.06058425200393   -1.1863847095708624     4.0272684000000005   20          1.82                 10.0                0                99.0                 21.924707            99.0                 21.284685            25.099655            21.891903            21.812141            20.456778            19.230497            19.609562            19.334011            19.234997            22.285767            0.76052505            20.978617            0.44704044            13.644819             0.2063156              0.54277855             0.06599059             0.030712098             0.044264197000000005   0.07194056             0.05811163             0.8472159999999995      1.2262810000000002    0.07946116727435426    0.07278729925000449    1.0E20               1.0E20               
