# Field ID RA DEC FWHM ISOarea KRON_RADIUS nDet_magPStotal PhotoFlagDet U_PStotal F378_PStotal F395_PStotal F410_PStotal F430_PStotal G_PStotal F515_PStotal R_PStotal F660_PStotal I_PStotal F861_PStotal Z_PStotal e_U_PStotal e_F378_PStotal e_F395_PStotal e_F410_PStotal e_F430_PStotal e_G_PStotal e_F515_PStotal e_R_PStotal e_F660_PStotal e_I_PStotal e_F861_PStotal e_Z_PStotal r_-_i r_-_J0660 e(r_-_i) e(r_-_J0660)
HYDRA-0091 iDR3.HYDRA-0091.028959 159.95215033368012 -35.22522539463642 10.373499 67 5.4575605000000005 12.0 3 20.729166 19.833328 19.9608 19.996874 19.87651 19.874912 19.45553 19.579803 18.833511 19.569775 19.422504 19.353048 0.113583766 0.08897725 0.1703634 0.15364516 0.14161214 0.04840834 0.07778403 0.034235984 0.025220888 0.044572618 0.09203957 0.06960875 0.010027999999998372 0.7462919999999968 0.05620338847277964 0.042522885508356555
HYDRA-0092 iDR3.HYDRA-0092.052752 161.19007980530458 -34.713941231643766 10.720151 27 6.6461070000000015 12.0 3 20.97283 20.001158 20.245724 20.504549 20.09631 19.959381 19.134333 19.82267 18.639006 19.746536 19.880695000000006 19.905638 0.13823871 0.11170116 0.23521847 0.28082153 0.19800836 0.06955773400000001 0.07573986 0.058280777 0.024789844 0.067292176 0.14646684 0.13335657 0.0761339999999997 1.1836640000000003 0.08902182832619594 0.06333391929501966
HYDRA-0093 iDR3.HYDRA-0093.018769 162.18830767973785 -35.407560682377095 9.564342 128 4.710482 12.0 2 20.186674 19.658472 19.592613 19.614716 19.435905 19.717102 19.110325 19.59019 18.787645 19.530716 19.59919 19.40365 0.09475986 0.09947582 0.15438873 0.13392021 0.10974701 0.044538993 0.06683816 0.036370397 0.024994565 0.044159178 0.11045765 0.068891674 0.05947399999999803 0.8025449999999985 0.057208729924490484 0.044130874197967504
HYDRA-0093 iDR3.HYDRA-0093.040404 163.65910694556138 -35.08763858250603 23.671957 193 3.9226396 12.0 2 21.619293 19.414045 19.653208 18.984129 18.571308 19.67812 18.28954 19.141949 17.482292 18.09201 17.572565 17.698244 0.3365375 0.08148960000000001 0.16348508 0.078610174 0.053839203 0.043150183 0.03506503 0.025361095 0.010160466 0.014129951000000003 0.02060166 0.01650031 1.049939000000002 1.6596569999999993 0.029031718083183194 0.027320691955662123
HYDRA-0094 iDR3.HYDRA-0094.011884 164.40217291905444 -35.5043965318927 32.463417 344 5.1045322 12.0 2 20.235197 19.77074 19.770226 19.630554 19.570232 19.357533 19.010458 19.10052 18.612473 18.967567000000006 18.937206 18.887342 0.07227283 0.07669639 0.122975826 0.09844787 0.09929267 0.02941004 0.049563475 0.023380194 0.018852893 0.029788619 0.05816434700000001 0.043901384 0.13295299999999344 0.4880469999999981 0.037868130313032315 0.03003439771240777
HYDRA-0095 iDR3.HYDRA-0095.011922 152.11804611949768 -36.83170770795736 8.347631 15 1.82 12.0 0 20.956444 20.072487 19.915203 19.894815 20.873617000000007 20.221077 19.709969 19.897638 19.39461 19.968513 19.376738 19.417892 0.49768052 0.24525912 0.3378004000000001 0.2640118 0.5623179 0.12194286 0.15453593 0.08489339 0.05200858 0.13438809 0.1493066 0.1651444 -0.07087500000000091 0.5030280000000005 0.1589561146969194 0.09955792313677751
HYDRA-0095 iDR3.HYDRA-0095.015846 151.96149698098412 -36.772860242297966 8.281869 93 5.4871006 11.0 3 21.966087 22.48603 99.0 22.957651 21.94773 20.443132 19.863178 19.343744 18.629377 18.51633 18.049143 18.066906 1.254078 2.1872717999999995 20.261158 4.2225465999999985 1.4804963 0.14645174 0.1749905 0.05365885 0.028645111 0.03844683 0.04650599 0.049566478 0.827414000000001 0.7143669999999993 0.06601083941574595 0.06082610103832746
HYDRA-0097 iDR3.HYDRA-0097.004754 155.63243299496602 -36.98343184714162 13.153114000000002 63 3.9482243 12.0 3 20.417215 19.36398 19.622654 19.428497 19.505043 19.447565 19.152246 19.27958 18.584988 19.29348 19.161720000000006 19.266577 0.088828966 0.074126765 0.14369974 0.104088694 0.124629974 0.0388806 0.06849044 0.031213969 0.02378242 0.042195555 0.096291445 0.077765696 -0.01389999999999958 0.6945920000000001 0.05248596691012738 0.039241755335221194
HYDRA-0097 iDR3.HYDRA-0097.004881 155.62448128552006 -36.981393988886296 12.276927 129 5.3172984 12.0 3 20.114183 19.323616 19.959461 19.734745 19.791492 19.529057 18.66456 19.521637 18.46365 19.648674 19.55106 19.417631 0.07026277 0.07200713 0.18964882 0.13317268 0.1578641 0.04133162 0.047981385 0.037549645 0.021895494 0.056913476 0.13567853 0.08901413 -0.1270370000000014 1.0579869999999971 0.06818445270022046 0.0434670967184382
HYDRA-0097 iDR3.HYDRA-0097.005195 155.62340115545766 -36.976073063888286 20.778994 214 4.9349065 12.0 3 20.375666 19.50394 20.023327 19.767136 19.610542 19.45934 18.902117 19.423615 18.672531 19.497787 19.407127 19.467993 0.085910894 0.08232868 0.19960354 0.13646004 0.1357129 0.039197914 0.05683458 0.034775045 0.025272062 0.04999522 0.11923596 0.09285899 -0.07417199999999724 0.7510840000000023 0.06090012953681154 0.04298814804668688
HYDRA-0098 iDR3.HYDRA-0098.005130 155.62454691522856 -36.98143824847828 11.399513 113 5.4461102 12.0 3 20.46057 19.509062 20.602293 19.768368 21.222652 19.806362 18.824228 19.61404 18.40677 19.844547 19.870384 20.048512 0.07857715 0.06385966 0.24499929 0.11632461 0.39647356 0.04288811 0.046960123 0.032289427 0.016632905 0.051685568 0.1126085 0.11704361 -0.23050699999999935 1.2072699999999976 0.06094263725398625 0.03632162750658833
HYDRA-0098 iDR3.HYDRA-0098.005529 155.6236105469606 -36.976048700859046 17.781614 226 4.865087 12.0 3 20.658567 19.596079 20.38211 20.303455 19.787212 19.731327 19.09403 19.650661 18.786196 19.72166 19.81982 19.612503 0.09149861 0.06789336 0.2028912 0.17972898 0.117019214 0.040477417 0.056865476 0.033115227000000004 0.021216225 0.046571415 0.10747265 0.07939210000000001 -0.07099900000000048 0.8644649999999992 0.05714468439289655 0.039328697696620396
HYDRA-0098 iDR3.HYDRA-0098.006078 155.63250822228844 -36.983024943733184 23.527287 182 4.8171005 12.0 3 20.631107 20.058905 20.038483 19.95713 19.890244 19.814003 19.447641 19.599495 18.982687 19.49939 19.437117 19.460667 0.09144124 0.09824774 0.15619077 0.13517939 0.12725516 0.043052677 0.07411114 0.03180126 0.02416113 0.038972795 0.078161865 0.07011705 0.10010500000000278 0.6168080000000025 0.05030108237105465 0.039938456911409334
HYDRA-0099 iDR3.HYDRA-0099.021015 159.1204183272491 -36.723385742927775 15.111679 83 4.5385203 12.0 3 20.716473 20.719227 21.722757 20.137379 19.61208 19.45739 18.922573 19.598778 18.739735 19.67241 18.747976 19.585503 0.10998761 0.17034149 0.6546199 0.15291326 0.10087666 0.03344897 0.050202854000000005 0.038505077 0.022465402 0.053274352 0.049130637000000005 0.08948497 -0.07363199999999992 0.8590429999999998 0.06573277368098682 0.04457953837577878
HYDRA-0099 iDR3.HYDRA-0099.033309 158.11186875564474 -36.532504563382545 48.45783 419 6.3010974000000015 12.0 3 20.309721 19.761496 20.036045 20.402520000000006 20.080261 20.075777 19.787212 19.681198 18.911938 19.937378 20.010946 19.906876 0.08346395 0.08322898 0.16136561 0.19071814 0.14702685 0.052801047 0.0962809 0.042116314 0.025863148 0.067263745 0.14545035 0.1200424 -0.2561800000000005 0.7692599999999992 0.07936116995339484 0.049423540235564875
HYDRA-0100 iDR3.HYDRA-0100.004962 160.86221780508208 -37.04294376946177 53.80651999999999 1165 3.962139 12.0 3 19.840065 19.330685 19.33915 19.318106 19.43047 19.471361 19.419746 19.182774 18.5683 19.371588 19.45721 19.369513 0.052577853 0.057832092 0.09253729 0.08472446 0.09126528 0.032637432 0.068233654 0.024719063 0.018403267 0.040848702 0.091410585 0.07829471 -0.1888140000000007 0.6144739999999977 0.0477456650459785 0.03081740274376246
HYDRA-0100 iDR3.HYDRA-0100.035405 160.24872315716118 -36.48852378690236 15.936187 131 6.161003 12.0 3 20.910847 20.062134 20.397594 20.398983 20.098923000000006 19.984243 19.268276 19.949076 18.76785 20.030289 20.32764 20.050734 0.12733732 0.10530565 0.22916809 0.19933616 0.15349047 0.046810273 0.059983473 0.045218308 0.021496467 0.07083908 0.19437829 0.14179845 -0.0812129999999982 1.1812260000000023 0.08404088667802871 0.05006788862998871
HYDRA-0101 iDR3.HYDRA-0101.005554 160.86290384360908 -37.04321156892672 57.778553 1808 4.4903083 12.0 3 19.53733 19.141172 19.242863 19.223942 18.923323 19.230007 19.120195 19.106606 18.215416 19.366571 19.432026 19.592327 0.041678213 0.048810235999999986 0.08384524 0.080065005 0.05976972 0.028619682 0.055224534000000006 0.024945136 0.016421083 0.043659642 0.10283616 0.09871075 -0.2599650000000011 0.8911899999999982 0.05028343812456204 0.029864892046538274
HYDRA-0103 iDR3.HYDRA-0103.094167 151.42284618003984 -37.08553923899779 11.585258 49 3.8661401 12.0 3 20.798975 20.003048 21.403019 19.740812 19.85788 19.769007 19.601706 19.28159 18.566738 19.235285 19.059109 19.022457 0.23919582 0.16354749999999998 1.0210655999999998 0.17749491 0.18012266 0.05351779 0.11923563 0.032372404 0.022787929 0.04541299 0.08544807 0.07208837 0.04630500000000026 0.7148520000000005 0.0557701730450903 0.039588663135400985
HYDRA-0105 iDR3.HYDRA-0105.004638 155.17137924845503 -38.371386636102734 9.516145 50 4.413409 12.0 0 21.175331 21.505848 20.698421 19.906082 19.616198 19.045956 19.109203 19.122458 18.4035 20.452402 17.796648 20.48082 0.20457092 0.394914 0.3185031 0.13937804 0.10566391 0.024985801 0.054740846 0.02489708 0.018090721 0.11272757 0.027961455 0.24532916 -1.3299439999999976 0.7189580000000007 0.11544422735949729 0.030775619877205413
HYDRA-0105 iDR3.HYDRA-0105.048177 153.74104105249148 -37.764651703648155 32.980953 465 5.7893248 12.0 3 20.79326 20.300713 20.264385 20.288101 19.891645 19.918705 19.54127 19.529613 19.128485 19.379904 19.090368 19.318993 0.15319504 0.14546078 0.22837742 0.18734168 0.12910417 0.045742705 0.07417667 0.034296177000000004 0.030464292 0.04430635 0.08094476 0.08523412 0.14970900000000142 0.40112799999999993 0.05602928169393063 0.04587265900159477
HYDRA-0105 iDR3.HYDRA-0105.078967 154.27814465368186 -37.31655925124487 10.485625 143 4.235903 12.0 2 20.503853 19.940624 19.860058 19.857624 19.822937 19.574791 19.102005 19.30807 18.720924 19.36714 19.254158 19.208447 0.12239388 0.11049529 0.16612229 0.13190067 0.122910544 0.03566494 0.053704817 0.02928614 0.022964742000000003 0.04410623 0.09370844 0.07756259 -0.0590699999999984 0.5871460000000006 0.05294372031612909 0.037216358919515004
HYDRA-0106 iDR3.HYDRA-0106.003780 156.94014222188747 -38.37954704362385 9.826329 36 4.026287 10.0 0 21.478819 99.0 99.0 20.716034 20.314983 20.026894 19.284172 19.06841 18.703846 19.590626 18.57054 20.193804 0.62381107 20.841696 20.727562 0.3922923 0.25709328 0.07122842 0.087993026 0.033680398 0.0286457 0.07395752 0.050221995 0.19702154 -0.5222160000000002 0.36456400000000144 0.08126551528162979 0.04421476380043666
HYDRA-0106 iDR3.HYDRA-0106.038718 156.9266915323526 -37.70760776045081 11.6522665 38 4.5407686 12.0 0 21.419884 20.353409 20.320803 20.081009 19.765263 19.610756 19.207184 19.712742 19.044989 19.922737 19.256123 21.052374 0.60605466 0.30705884 0.3257108 0.22044918 0.15734175 0.050182443 0.08094224 0.05581736 0.03675738 0.0970013 0.087008364 0.4186332 -0.20999500000000282 0.6677529999999976 0.11191438638110653 0.06683324518406988
HYDRA-0106 iDR3.HYDRA-0106.072590 155.3550762372673 -37.03380650342209 18.408516 75 5.420972 10.0 2 99.0 99.0 21.708178 22.85128 18.75457 20.17934 18.591093 19.17429 18.356058 18.445534 18.675877 19.010845 21.159924 20.841696 1.078026 2.701759 0.07255453 0.08076625 0.052346237 0.037320487 0.022921072 0.029019516 0.05448825 0.06810957 0.7287560000000006 0.8182319999999983 0.04727526899755754 0.043797195019160226
HYDRA-0107 iDR3.HYDRA-0107.059607 157.98112404353088 -37.02763154909203 9.994653 38 5.460286 8.0 0 99.0 99.0 99.0 21.767427 99.0 20.477194 18.892662 19.677025 18.577385 18.764969 18.057873 18.614847 21.351458 20.946833 20.511824 1.6353486000000002 20.463009 0.1949253 0.096888736 0.07947006 0.037000697 0.04090588 0.041602455 0.05548282 0.9120559999999998 1.0996400000000008 0.08937998352527259 0.08766151957894301
HYDRA-0108 iDR3.HYDRA-0108.021495 159.56384321813147 -38.09834547922173 14.2738905 236 4.8006395999999985 12.0 3 19.641907 19.120613 19.709223 19.556074 19.263165 19.259312 18.706415 19.145645 17.95855 19.400002 19.268637 19.206676 0.076477565 0.07131467 0.1762497 0.13725749 0.10515835 0.04251079 0.052363258 0.032587416 0.015540398 0.0460828 0.08662763 0.06809272599999999 -0.2543570000000024 1.1870949999999993 0.05644080206195741 0.03610323602608857
HYDRA-0108 iDR3.HYDRA-0108.021823 159.56615037594298 -38.095125679066136 34.245674 325 6.2263913 12.0 3 20.566662 19.96079 20.122952 20.359735 19.93534 19.943848000000006 19.781454 19.785744 18.827114 19.75402 19.923422 19.625149 0.16988985 0.14392729999999998 0.25227627 0.277294 0.18744048 0.07593907 0.12777688 0.055399625999999993 0.029319564 0.062401235 0.15391123 0.09863256 0.03172400000000053 0.9586299999999994 0.08344478827623149 0.0626797845727789
HYDRA-0108 iDR3.HYDRA-0108.022275 159.55355703244243 -38.089947446964544 26.647070000000006 168 7.1731630000000015 12.0 3 20.691498 20.132856 20.645836 20.668314 20.383072 20.169863 19.674961 19.979542 18.816177 20.278728 20.587328 20.11584 0.18986692 0.16713208 0.40087146 0.36553404 0.27850914 0.09251893 0.11668671 0.0654259 0.029089384 0.09886627 0.2793053 0.15329020000000002 -0.2991860000000024 1.1633649999999989 0.11855415528155434 0.07160126152736036
HYDRA-0108 iDR3.HYDRA-0108.068864 159.03434795188932 -37.24080393898293 48.40271 1075 4.2068753 12.0 3 20.221714 19.927504000000006 19.89347 19.941015 19.866661 19.753384 19.994116 19.741196 19.310352 19.602802 19.594322 19.422787 0.12528709 0.13954635 0.20609810000000006 0.19525383 0.17983961 0.06564105 0.15652591 0.05299246 0.042777196 0.055896275 0.116640754 0.08352973 0.13839399999999813 0.4308439999999969 0.0770233365657917 0.06810351910491863
HYDRA-0109 iDR3.HYDRA-0109.033657 162.2499264031247 -37.929975938695 10.664601 68 5.2342252999999985 12.0 3 20.44172 19.741785 19.515402 19.259758 19.08776 19.33995 18.837162 19.896786 18.646797 19.243920000000006 18.650206 19.713877 0.1355823 0.113657996 0.14510689999999998 0.11984432 0.102399096 0.051163383 0.06540408 0.06512191 0.026500177000000003 0.042240247 0.050811127000000005 0.10640066 0.6528659999999924 1.2499889999999994 0.07762152812634592 0.07030734345059149
HYDRA-0109 iDR3.HYDRA-0109.075375 160.86191750249017 -37.043281549300474 17.832005 195 6.097192 12.0 3 19.735573 19.184496 19.305567 19.175888 19.216255 19.274067 19.328570000000006 19.098309 18.322502 19.296766 19.247036 19.36718 0.072660275 0.07030921400000001 0.1196527 0.114646934 0.11741828 0.04971374 0.10150266 0.034000088 0.021154594 0.045643635 0.086426064 0.07990937 -0.19845700000000122 0.7758070000000004 0.05691526508785643 0.04004401117910866
HYDRA-0109 iDR3.HYDRA-0109.079733 162.23052867783917 -37.16181730516628 9.822832 460 5.1294866 12.0 3 19.568806 19.201237 18.976585 18.42051 18.467533 18.425331 18.095678 19.873028 17.8975 18.083069 17.892769 17.884686 0.064531416 0.07274948 0.093041986 0.059611935 0.06121401 0.024148123 0.0363026 0.06396864 0.015212221 0.016773483 0.027771998 0.022331757 1.7899590000000032 1.9755280000000006 0.06613120772676762 0.06575255562487621
HYDRA-0110 iDR3.HYDRA-0110.007747 164.0289268475837 -38.30391592139213 12.228622 104 3.8708258 12.0 2 19.915943 19.82909 20.115398000000006 19.033297 19.055641 19.360424 18.868587 19.163073 18.627234 18.992157 18.178429 18.617842 0.061668325 0.09466126 0.19087045 0.07466784 0.07096982 0.032141473 0.04797088 0.025386225 0.020494614 0.029875629 0.037216146 0.041555002 0.17091600000000184 0.5358389999999993 0.03920476537228945 0.03262651717176721
HYDRA-0110 iDR3.HYDRA-0110.068870 162.5261780847184 -37.18257713512971 14.329821 356 4.8067093000000005 12.0 3 20.164436 19.690231 19.729816 19.558794 19.372223 19.265507 18.894142 19.029999 18.676987 18.973438 18.992199 18.899916 0.07638284 0.08727467 0.1429981 0.11155851 0.08996031 0.02997945 0.048691753 0.023399102 0.021464195 0.029940393 0.073572405 0.053226423 0.05656099999999853 0.35301199999999966 0.03799927772209431 0.03175263203900472
HYDRA-0113 iDR3.HYDRA-0113.078283 151.78928216400945 -38.90336837305533 9.301405 133 3.8126752 12.0 0 20.697079 20.139797 19.778946 19.769287 19.77634 19.554512 19.230886 19.297375 18.772268 19.203785 19.130135 19.215664 0.13238981 0.10478187 0.1261432 0.10484554 0.10187066 0.031849623 0.053244945 0.026501719 0.021456324 0.034311254 0.068171225 0.06360817 0.09358999999999895 0.5251069999999984 0.04335439148468673 0.03409860626987468
HYDRA-0113 iDR3.HYDRA-0113.108601 152.467903622626 -38.44801672782853 17.321776999999994 158 4.223688 12.0 3 20.24061 19.619 19.694359 19.878696 19.486214 19.533121 19.237688 19.080471 18.401985 19.056652 18.86759 18.862837 0.08883419 0.0680048 0.11395496 0.11479408 0.08155426 0.03146256 0.053675827 0.022511406 0.016675208 0.030664848 0.054743014000000007 0.04686389 0.02381899999999959 0.6784859999999995 0.03804071901213146 0.02801474543771726
HYDRA-0114 iDR3.HYDRA-0114.021212 154.00550483945543 -39.52510317316516 14.766194 213 9.111385 12.0 3 21.802017000000006 21.897633 21.767996 21.492285 20.149519 20.320122 20.164602 19.794647 19.231838 19.390137 18.7067 18.983885 0.4009215 0.58934885 0.9041107 0.60105056 0.21346213 0.07176041 0.14912252 0.043237105 0.03631154 0.048932742 0.06438021 0.06617624 0.4045100000000019 0.5628090000000014 0.06529824261356189 0.056462157113881375
HYDRA-0114 iDR3.HYDRA-0114.039451 152.85690995577002 -39.22165635007936 10.237038 114 4.589904 12.0 0 20.151669 19.846579 19.868975 20.008522 19.598995 19.326878 18.373663 19.244778 18.00084 19.32209 19.105894 19.223484 0.096711636 0.10150607 0.17140059 0.16974773 0.13806036 0.03424281 0.038784876 0.028440166 0.015418708 0.046982612 0.09137022 0.082319774 -0.07731199999999916 1.243938 0.05492002250955566 0.032350882499505636
HYDRA-0114 iDR3.HYDRA-0114.039927 153.5565418900044 -39.29828693449477 101.304436 940 6.854471 12.0 3 20.320768 20.789497 20.358229 19.84622 19.352238 19.388855 19.24297 19.293003 18.827927 18.99067 18.4471 18.737305 0.114392176 0.2280297 0.2668468 0.14528765 0.110725455 0.03515603 0.07135451 0.02960661 0.027158502 0.035162902999999995 0.051863678 0.05347507 0.3023329999999973 0.4650759999999998 0.045967174190714714 0.040176306283381806
HYDRA-0114 iDR3.HYDRA-0114.052377 154.46481882685327 -39.05988998033556 56.34701 711 6.8977327000000015 12.0 3 22.720438 23.028902 21.283175 20.871283 20.00438 20.231766 19.985321 19.759289000000006 19.152538 19.382416 18.697847 19.16692 0.92859805 1.6616771 0.59315187 0.34907824 0.18999211 0.06724734 0.12930664 0.041608967 0.03385614 0.048275445 0.063201286 0.07694326 0.3768730000000069 0.6067510000000063 0.06373244640491305 0.05364274741758376
HYDRA-0114 iDR3.HYDRA-0114.066729 153.5729102651345 -38.84482156589361 18.078611 553 6.8893255999999985 12.0 3 21.117632 20.877491 20.883896 20.506096 19.844599 19.908047 19.687912 19.801315 19.269793 19.451675 19.050955 19.156565 0.22968261 0.25123647 0.4305454000000001 0.25704718 0.16796908 0.052596513 0.102538176 0.0441237 0.03791898 0.05236954 0.08757507 0.0779978 0.3496399999999973 0.5315219999999989 0.06847970225914829 0.05817860384995845
HYDRA-0114 iDR3.HYDRA-0114.071976 154.64773305795075 -38.73466926516544 10.765555 78 3.1307006 12.0 2 20.517206 20.785965 20.837948 19.545012 19.096357 19.25024 18.736874 19.59155 18.866875 19.468246 18.706436 20.60353 0.13150848 0.2219038 0.39469445 0.113446295 0.090212435 0.031736452000000005 0.048925612 0.036262386 0.02726191 0.05214724 0.06388575 0.2822489 0.12330400000000097 0.7246750000000013 0.063516102509762 0.045367084711948336
HYDRA-0115 iDR3.HYDRA-0115.039836 154.80945347498073 -39.294967240796375 34.036114000000005 394 3.716076600000001 12.0 3 21.212238 20.613165 20.400314 19.923462 20.219025 19.800566 19.444878 19.460804 18.976795000000006 19.310246 19.227459 19.097456 0.2313761 0.1898616 0.23392546 0.13887952 0.16939206 0.04249908 0.0698238 0.029633814 0.023730483 0.03317138 0.06337643400000001 0.046508525 0.1505580000000002 0.48400899999999325 0.04448037076386612 0.037964440672817575
HYDRA-0116 iDR3.HYDRA-0116.000130 157.37882355580106 -39.81985788141154 11.412795 102 4.3496666 7.0 3 99.0 99.0 99.0 27.114632 99.0 20.39246 99.0 19.494316 18.900091 18.724361 18.597502 18.448984 22.345802 21.79888 21.218256 89.859825 21.401817 0.06620312 21.618920000000006 0.031126529 0.023334796 0.023393609 0.042959284 0.033995327 0.769955000000003 0.5942250000000016 0.038937408101114304 0.03890210163923611
HYDRA-0116 iDR3.HYDRA-0116.004615 157.94111095053734 -39.75400215780811 13.798566 76 4.0038524 12.0 3 20.8021 20.47395 20.328602 20.16705 20.413284 20.115726 19.939783 19.874367000000003 19.319582 19.730057 19.77513 19.475376 0.12084512 0.14714031 0.21266612 0.16827643 0.19908181 0.05379123 0.11164542 0.041468598 0.03129283 0.05284513 0.11664889 0.08272659 0.14431000000000438 0.5547850000000025 0.06717330113075062 0.05195080201011823
HYDRA-0116 iDR3.HYDRA-0116.062061 157.09409655899375 -38.97615385846858 11.294064 65 5.1863813 12.0 3 20.4162 19.677013 20.16255 19.678719 19.767403 19.601543 19.162249 19.384344 18.668247 19.319157 19.489904 19.2969 0.09262115 0.08189891 0.19407658 0.112173 0.11580906 0.036279917 0.06051411 0.029110631 0.020210221 0.037644 0.09064372 0.070379615 0.06518699999999811 0.7160969999999978 0.04758675838106816 0.03543842363998436
HYDRA-0116 iDR3.HYDRA-0116.062117 157.09382704157602 -38.975360338341396 14.460503 60 5.8689857000000005 12.0 3 20.763939 20.11258 19.685444 19.674297 19.973465 19.760422 19.377607 19.421358 19.017595 19.347706 19.273283 19.086525 0.123119846 0.11532974 0.1318167 0.11212403 0.13733825 0.040875304 0.07135389 0.030002058 0.02573945 0.038661838 0.07556252 0.05879427 0.07365200000000272 0.4037630000000014 0.04893731911101801 0.039530276631183144
HYDRA-0116 iDR3.HYDRA-0116.062546 158.2628221065647 -38.97383132695622 52.184708 524 4.5510025 12.0 3 20.707926 20.352413 20.234867 20.772636 20.008846 20.335888 19.914167000000006 19.83519 19.16005 19.727123 19.546072 19.61446 0.11229157 0.13370666 0.19730315 0.27565482 0.13912729999999998 0.06272576 0.10718557 0.03991907 0.02769575 0.051809397 0.093157336 0.09112757 0.10806700000000191 0.6751400000000025 0.0654044781889475 0.04858586952733686
HYDRA-0116 iDR3.HYDRA-0116.063296 157.92042785557697 -38.95857288883803 9.110802 29 3.8804479 12.0 3 20.448956 19.742268 19.80171 20.169388 19.973223 19.652027 19.28762 19.448156 18.730217 19.508 19.42522 19.16832 0.093922056 0.0850889 0.14250807 0.166648 0.13632195 0.037521612 0.06624009 0.030324185 0.020948004 0.04370051 0.08507362 0.062398467 -0.05984399999999823 0.7179390000000012 0.05319107791889844 0.03685614016006344
HYDRA-0117 iDR3.HYDRA-0117.024091 159.41813430189399 -39.417369671361904 12.663905 36 6.5860224 12.0 3 21.372274 20.704788 20.688564000000003 20.586582 20.801218 20.334358 19.663622 19.997623 19.272913 20.001219 19.90488 19.431553 0.23473628 0.19076103 0.31323278 0.23886667 0.31870735 0.06470537 0.08352322 0.07777812 0.041296173 0.11115161 0.1981474 0.15673722 -0.0035959999999981562 0.7247100000000017 0.13566177190471346 0.08806139821272616
HYDRA-0117 iDR3.HYDRA-0117.046881 158.26281080961292 -38.97386613536341 31.797043 209 6.2252483 12.0 3 20.815615 20.433125 20.399189 19.929632 20.521734 20.395687 20.050905 19.597702 18.850952 19.644701 19.390566 19.484005 0.13866867 0.14482611 0.23247764 0.14165753 0.25775275 0.06994002 0.11718511 0.055789158 0.030162062000000007 0.08313592 0.12607531 0.16539368 -0.04699899999999957 0.7467500000000022 0.10011998474128611 0.06342066015456484
HYDRA-0118 iDR3.HYDRA-0118.000666 161.8894000054353 -39.807783341093995 11.109642 44 4.917121 12.0 0 21.220370000000006 20.830067 21.321058 18.740398000000006 20.789461 19.932598 20.79069 19.732533 19.356564 20.186712 19.604393 19.151848 0.16966389999999998 0.18598922 0.48602018 0.05779852 0.26630998 0.044593032000000005 0.2083562 0.03608754 0.032477867 0.07808292 0.095007375 0.05890296 -0.4541789999999999 0.37596900000000133 0.08601891035683956 0.0485502048205905
HYDRA-0118 iDR3.HYDRA-0118.058620 160.83476010586028 -39.08305257266435 95.30268 1014 5.576385 12.0 3 20.906822 20.883772 20.210651 20.191916 20.3073 20.052433 19.778893 19.78755 19.426662 19.741554 19.806017 19.836422 0.13922507 0.20778124 0.19953601 0.17574556 0.173311 0.048016716 0.088787355 0.038544875 0.03498303 0.053012095 0.111565344 0.10607536 0.045995999999998816 0.3608879999999992 0.06554379913504138 0.05205304771813582
HYDRA-0119 iDR3.HYDRA-0119.052123 161.91430662316205 -38.85647134767915 50.441357 460 6.7676735 12.0 3 20.498863 19.886486 19.847101 19.725748 19.802029 19.758234 19.628752 19.58396 19.143978 19.562773 19.45367 19.467266 0.14177957 0.12809092 0.18308347 0.16743311 0.17161995 0.06609014 0.115487844 0.05717909 0.037024297000000005 0.06650715 0.10567635 0.08482404 0.021187000000001177 0.43998200000000054 0.08770774956838535 0.06811935775954078
HYDRA-0120 iDR3.HYDRA-0120.025062 164.46002292502502 -39.45986431052837 13.67946 64 7.758425999999999 12.0 3 20.334309 19.710018 20.212093 20.101175 19.896862 20.036057 19.904943 19.809488 18.56807 20.122654 19.805296 20.326632 0.104308635 0.09908588 0.23057252 0.17745678 0.13591745 0.045407463 0.11427198 0.040719092 0.023453651 0.07789183 0.2919442 0.18456574 -0.31316599999999895 1.241418000000003 0.08789301243018903 0.04699061819697912
HYDRA-0120 iDR3.HYDRA-0120.025637 164.46779829706878 -39.44519382340802 22.919220000000006 378 3.818226 12.0 3 19.558670000000006 19.143038 19.540905 19.403664000000006 19.374716 19.20314 19.183144 19.124044 18.519033 19.030264000000006 19.325459 18.787285 0.055958167 0.06354977 0.13153566 0.09838958 0.08796364 0.024469666 0.06315357 0.02417783 0.02274974 0.030957378 0.19032761 0.04694486 0.09377999999999531 0.6050110000000011 0.03928010585708475 0.033198164611563996
HYDRA-0120 iDR3.HYDRA-0120.025695 164.47243641075184 -39.44810520788638 38.33662800000001 402 3.8693416 12.0 3 20.611912 20.130478 20.220165 20.566404 20.29386 20.297459 20.31277 19.922934 19.365576 19.823563 20.383886 19.593855 0.13411628 0.14326048 0.23547198 0.26708168 0.19172516 0.055975225 0.16239528 0.044774517 0.04378657 0.060031656 0.49132153 0.095209315 0.09937100000000143 0.5573580000000007 0.07489030040456257 0.0626260415877308
